beta0,beta1,beta2,beta3,sigma,chain
17.545591,10.987992,2.8838563,-11.834139,102.50117,chain_3
16.589954,-3.9506407,21.556751,-17.578894,93.48752,chain_3
20.099318,-5.1294546,14.607556,-9.507371,68.57629,chain_3
16.300507,34.629135,-42.92798,6.0255175,212.47842,chain_3
19.351505,-9.862104,-4.134435,14.894711,117.561104,chain_3
18.707888,-4.303276,-0.557699,5.816723,114.83989,chain_3
16.586105,5.301551,0.24560753,-6.2526636,104.411644,chain_3
16.1312,12.245138,0.28309444,-11.632771,93.36519,chain_3
15.78966,2.7846699,16.278818,-21.411716,115.66263,chain_3
15.332865,12.659147,5.0304804,-19.86149,64.21937,chain_3
19.603054,6.279456,-4.5641303,0.69440687,98.11405,chain_3
17.639908,15.663226,-10.050463,-7.447946,90.60447,chain_3
15.8431835,15.007385,4.3279243,-17.701069,89.86608,chain_3
17.538395,31.218334,-19.629128,-15.997783,103.13908,chain_3
17.080276,34.90946,-15.621607,-16.06964,102.11689,chain_3
18.2213,1.6583734,-21.29505,23.103106,141.5128,chain_3
18.810223,-10.006544,-13.397118,27.428356,199.80908,chain_3
18.849712,-26.886173,-7.3595343,37.938576,185.25276,chain_3
19.581451,28.86752,-18.454426,-13.516781,179.85742,chain_3
14.705904,10.213546,5.3036976,-13.388228,135.9349,chain_3
14.173782,20.356829,-23.993887,-0.2633597,160.78586,chain_3
16.54097,13.106173,-11.694461,-2.0004115,138.9411,chain_3
18.625414,23.727625,-11.52004,-11.318897,90.03726,chain_3
15.409097,-3.7972422,-1.1044749,4.8755345,162.59003,chain_3
22.380365,5.255843,-8.767609,4.4466558,150.5794,chain_3
19.062271,-12.177058,24.409592,-12.577628,111.813,chain_3
18.083305,10.078347,26.149729,-35.982033,109.12437,chain_3
20.185896,5.266518,35.722332,-42.331833,93.582924,chain_3
12.075515,-1.4224468,-11.684944,13.873574,180.00911,chain_3
16.906492,10.810291,-7.3037634,-2.0708258,84.95308,chain_3
18.268045,34.5718,-36.362843,3.7919307,137.82088,chain_3
17.381403,-7.1133895,6.4424744,0.16896665,123.51285,chain_3
17.44198,17.966656,-26.087753,7.4841766,118.332565,chain_3
12.859418,2.7812746,22.328375,-26.178032,93.83928,chain_3
23.365562,12.884626,-4.6712513,-10.011548,292.21262,chain_3
20.902348,38.932026,0.22559217,-42.65435,185.9914,chain_3
22.025797,32.694042,4.5887537,-36.492237,249.277,chain_3
23.58434,46.025875,-24.570166,-22.3452,185.6137,chain_3
10.584185,18.541962,-24.069778,5.510872,113.6678,chain_3
17.058111,14.440941,-25.91731,12.133522,254.35771,chain_3
19.008987,5.8406796,-16.266453,9.698638,103.91282,chain_3
19.222033,5.986196,-15.113972,9.693765,104.046196,chain_3
19.746294,5.8831253,2.6296477,-8.102167,154.06102,chain_3
20.083527,9.25545,-4.798416,-6.7971506,135.11652,chain_3
14.689709,6.2029696,-1.1151838,-7.8102837,84.71433,chain_3
19.121452,28.890364,-43.485535,16.738636,134.56497,chain_3
17.70854,0.64370036,36.42131,-37.651157,110.81291,chain_3
16.030828,12.916123,14.817269,-27.762129,115.21017,chain_3
18.831347,17.408405,4.2576833,-19.003353,115.35518,chain_3
18.119162,16.21668,-1.2084942,-19.139446,106.507996,chain_3
14.181757,24.457182,-12.626481,-15.472112,158.51222,chain_3
11.217501,26.115759,-10.118637,-19.009481,138.0316,chain_3
12.967725,24.307394,-5.790364,-21.170713,164.37909,chain_3
19.3738,-10.796466,-10.178612,22.384928,101.46919,chain_3
19.392408,-10.301106,13.652038,-2.342024,108.386055,chain_3
15.766098,-18.636343,14.967654,4.7369056,160.0348,chain_3
18.036596,1.1574923,22.76887,-25.049139,85.33899,chain_3
19.671818,13.806293,-5.6548557,-8.814751,126.49392,chain_3
17.718102,-5.3000283,1.9698801,5.629902,115.34577,chain_3
20.61978,10.572418,-21.662178,11.689016,100.47199,chain_3
12.763368,29.362267,-26.886284,-0.32709265,173.25346,chain_3
12.719906,31.384598,-23.545616,2.1313329,177.90839,chain_3
15.592936,21.82594,-29.148052,2.61861,166.94794,chain_3
21.66074,15.287374,-1.7390723,-19.51801,260.2335,chain_3
19.03442,31.255478,-20.011196,-7.167931,188.42938,chain_3
16.726467,23.492683,-42.878635,23.079668,111.21485,chain_3
15.494332,21.577835,-32.061253,7.4366703,80.55194,chain_3
15.599614,27.114931,-34.426987,8.336922,68.496346,chain_3
16.755402,19.935616,-21.044058,0.76261306,79.507256,chain_3
16.612022,15.4816265,-22.926222,8.593773,68.00357,chain_3
17.889078,23.37969,7.0874586,-34.242664,216.85152,chain_3
15.141411,31.02633,-0.42627144,-25.712214,109.17032,chain_3
16.62247,33.678375,3.7083294,-42.708324,166.08374,chain_3
19.179956,-14.112665,24.994232,-14.820358,197.80241,chain_3
15.71235,-16.358606,18.458324,-0.6047356,97.69935,chain_3
19.830515,2.7263603,-5.356651,-0.047410727,128.49,chain_3
15.769785,-10.708906,23.294603,-14.013496,177.51375,chain_3
20.569418,18.941957,-1.4952662,-20.577492,120.462265,chain_3
21.100975,19.35225,4.9426637,-21.639074,121.51276,chain_3
14.86924,16.819363,9.549044,-27.1215,106.60962,chain_3
19.802425,4.4914913,11.918814,-18.967794,97.95498,chain_3
19.705513,-0.2906139,13.493692,-10.926699,138.61261,chain_3
18.177446,35.977833,-13.528693,-25.27277,148.68105,chain_3
15.898813,-1.8362423,-21.932518,23.155415,100.33837,chain_3
19.33251,13.579908,-23.811907,10.032888,127.715164,chain_3
19.342648,12.369409,-25.869133,8.888543,123.76961,chain_3
13.570504,-10.974147,-9.45718,23.828184,83.84596,chain_3
13.917596,-11.004387,-10.393205,22.131657,83.48981,chain_3
15.162754,-10.88966,-7.288337,23.449581,74.63366,chain_3
17.884533,-14.780185,-3.1222806,15.795527,69.47108,chain_3
19.049545,-5.980241,-2.740542,12.888188,127.17346,chain_3
8.457251,3.0131202,-33.68638,33.307117,242.93433,chain_3
13.39244,26.45851,-35.50747,5.6404085,227.10645,chain_3
20.56408,32.388706,-21.992895,-10.189534,89.56773,chain_3
13.111338,27.622318,-13.92106,-14.126808,117.96884,chain_3
22.282862,11.306033,-3.5428722,-6.4229484,99.56095,chain_3
18.307661,24.78423,-12.20757,-13.780365,134.65079,chain_3
14.4018135,19.686321,-14.536334,-7.309372,115.371796,chain_3
16.13346,7.6066923,6.813538,-16.68243,231.96227,chain_3
15.644007,22.090385,-3.2731287,-19.479057,116.940285,chain_3
15.531175,6.64606,18.934904,-26.228922,160.6011,chain_3
16.4242,4.51917,9.93804,-14.95069,154.5378,chain_3
16.67149,-0.7992996,11.85734,-11.466551,95.6297,chain_3
17.942108,-3.789579,24.105066,-20.167738,150.4267,chain_3
18.000238,18.239456,4.0807734,-22.111118,223.61694,chain_3
16.721874,18.09251,-3.3437781,-14.468744,146.13927,chain_3
20.549524,12.586461,-17.851238,4.5954647,97.58919,chain_3
12.770322,31.103891,-9.978873,-23.99946,195.467,chain_3
14.136935,33.387516,-9.848267,-21.577408,149.91106,chain_3
17.117632,-22.507751,24.171993,-2.3008235,127.69245,chain_3
14.785415,-17.475977,32.038544,-13.990846,112.89176,chain_3
20.570597,1.3313177,35.33622,-36.774586,130.08864,chain_3
17.07077,6.2251253,26.168213,-33.77052,115.771,chain_3
17.571823,-10.793133,19.778196,-7.393687,140.84782,chain_3
17.102726,35.017788,-21.67403,-10.191076,113.47788,chain_3
17.02364,11.966398,-9.852427,-1.4656702,138.74757,chain_3
15.389288,4.704571,-9.688786,5.026165,84.614296,chain_3
16.822243,-5.6907763,8.578368,-2.3295648,74.029305,chain_3
18.808523,17.146175,10.127498,-25.09397,203.63147,chain_3
18.65631,12.716936,8.94196,-23.699732,202.73286,chain_3
18.163183,16.386093,12.163273,-25.013077,219.9782,chain_3
14.459053,13.090871,16.283478,-32.436928,233.0082,chain_3
17.04075,12.248451,18.776077,-28.163704,188.66106,chain_3
18.543758,9.074869,22.95832,-29.491146,186.84785,chain_3
18.25071,10.7901325,17.54203,-24.5969,192.46465,chain_3
17.541502,-18.234922,23.347431,-1.5507488,96.40217,chain_3
16.045546,-5.3819757,17.465078,-15.949577,138.85295,chain_3
14.949057,-1.8280219,23.416367,-29.482504,152.25134,chain_3
14.741575,12.314487,28.476192,-34.288483,178.38731,chain_3
14.277126,8.983181,18.933596,-25.750885,232.79231,chain_3
12.908525,4.2284927,21.402176,-28.718132,260.92706,chain_3
12.940718,-5.349762,-1.475553,4.6894584,175.34679,chain_3
14.436221,1.9907942,-11.9923,6.4273744,166.77989,chain_3
18.363207,6.52344,-16.022661,9.812065,114.37559,chain_3
18.273956,-8.813816,20.826527,-12.161453,121.15197,chain_3
18.364788,17.194984,11.069201,-27.941423,116.67555,chain_3
15.374912,26.834526,7.5127926,-32.436687,80.01527,chain_3
17.54117,21.870983,11.673201,-31.104744,80.068504,chain_3
16.321419,19.157259,11.265272,-30.442741,92.00053,chain_3
19.107828,10.276889,1.2191778,-11.290514,68.19463,chain_3
18.251759,-11.561043,5.506198,5.8825083,98.896965,chain_3
19.142168,3.6054833,-1.7012941,-1.7911713,113.55112,chain_3
19.501225,-2.1091316,-1.1899989,3.522715,110.2557,chain_3
18.420977,-4.150925,10.652046,-5.914463,97.61501,chain_3
21.694857,-6.0869417,9.070307,-1.6960645,114.58876,chain_3
21.354351,8.693781,10.856506,-20.349384,134.18297,chain_3
15.168421,11.608865,24.765146,-37.86244,96.09861,chain_3
19.52994,24.835775,-14.547699,-11.702819,93.362656,chain_3
15.082116,0.447716,8.345557,-10.853698,141.10655,chain_3
17.719315,38.185738,-30.819958,-4.757669,125.15156,chain_3
13.669962,30.405872,-11.703593,-16.800663,144.51433,chain_3
14.585406,-16.766594,20.746038,-0.101171136,132.24155,chain_3
20.432413,44.36979,-26.800362,-10.668215,165.78496,chain_3
16.494982,17.93174,-11.624563,0.006359577,103.18906,chain_3
17.436283,5.2019467,0.8819244,-10.037304,285.14233,chain_3
15.259357,9.807673,-10.47901,1.102707,285.45834,chain_3
24.354488,36.666687,-39.99676,3.587298,98.46641,chain_3
18.455818,23.650066,-23.39421,1.2140739,162.44743,chain_3
21.281666,22.432314,-3.5888681,-18.09495,83.25236,chain_3
17.714504,36.689495,-22.302315,-13.361482,136.60118,chain_3
18.21682,-5.593133,-7.575757,10.159731,133.58197,chain_3
18.198587,3.8540478,-0.10798222,-5.976764,78.97954,chain_3
16.80138,5.7166643,-30.717056,23.423964,161.68715,chain_3
18.502083,19.104616,-39.06007,20.707355,198.41805,chain_3
12.321709,-0.016631484,-25.771708,25.1107,129.98161,chain_3
12.76593,2.735742,-20.766226,21.393015,125.95145,chain_3
16.59595,6.163995,0.41543698,-2.9190807,132.69641,chain_3
15.837554,-4.470481,1.571728,0.56078017,114.249725,chain_3
15.468322,-3.8254273,5.839294,1.6017598,114.81793,chain_3
14.928293,9.105758,17.184029,-26.917742,167.23532,chain_3
17.057493,14.78457,-1.1965783,-13.389831,118.18702,chain_3
16.369555,5.1650615,-3.2666414,-2.5437226,74.99958,chain_3
14.966764,-1.9434186,-0.21372223,0.79790425,63.186882,chain_3
20.58604,5.9255257,5.9069357,-8.786324,91.47652,chain_3
14.924107,2.1813066,-0.4848559,5.202792,457.3019,chain_3
14.966739,4.287065,-0.41484863,-6.891562,416.4101,chain_3
15.196706,0.7750026,14.49382,-17.488544,150.82956,chain_3
16.116299,10.257925,10.352435,-15.1069765,154.68251,chain_3
18.259737,14.825663,-0.87605894,-10.0741415,91.99136,chain_3
16.224806,5.206279,5.109847,-11.177535,162.05318,chain_3
19.761408,4.909604,1.2259055,-4.92285,86.41092,chain_3
14.523425,9.224007,24.566313,-33.04027,185.54503,chain_3
17.466171,-1.6217289,1.2630324,-0.2617613,76.288795,chain_3
20.142582,19.765991,-0.8028048,-17.682688,89.34387,chain_3
15.415915,13.235397,-1.4943918,-12.227697,142.82129,chain_3
17.573336,-0.37287104,1.9716709,-0.030139327,83.408356,chain_3
18.120705,-4.5946417,9.918337,-4.190244,87.157906,chain_3
14.849037,-8.651395,38.714066,-32.02513,224.14507,chain_3
16.62647,26.20056,-16.43148,-7.7141304,119.832924,chain_3
18.560741,-12.667667,-0.51921797,15.112049,109.635864,chain_3
14.238104,-3.2689219,11.030541,-8.921608,100.70745,chain_3
21.035015,-4.697169,10.66767,-3.0594707,120.27131,chain_3
16.327389,4.5945835,-16.87695,8.164843,101.95911,chain_3
18.429821,19.100266,-38.86597,21.227169,188.5705,chain_3
16.492779,17.872746,-33.14333,16.742657,143.51768,chain_3
15.233422,14.8836355,-2.918886,-9.969736,155.08383,chain_3
12.976857,0.9219637,15.154882,-13.691305,164.35275,chain_3
12.995366,-2.756841,10.445787,-15.022516,168.7699,chain_3
19.426584,9.058404,-25.64879,24.850243,181.27272,chain_3
19.502398,9.540686,-25.512583,24.77548,186.67741,chain_3
19.338175,7.668612,-30.05424,23.419447,195.4863,chain_3
22.587906,18.503767,-53.29923,34.37016,225.15414,chain_3
14.838047,9.495412,-13.504271,8.785148,178.3032,chain_3
15.056616,-1.7320638,-1.9906702,8.712375,108.627014,chain_3
15.628837,2.7035322,-2.9532495,-4.018665,109.389854,chain_3
19.406445,-21.175755,27.164278,-10.05179,150.43272,chain_3
19.40226,-12.921157,-13.378272,22.457989,150.78937,chain_3
17.546682,3.6170702,9.50303,-10.221627,119.05015,chain_3
16.111015,14.748916,-3.6868045,-12.979038,77.5897,chain_3
17.747057,9.190996,12.50378,-18.300045,143.80383,chain_3
17.5394,-2.8672152,5.556082,-6.0139875,121.04953,chain_3
17.777092,7.757147,-3.9150708,-6.722354,107.31351,chain_3
18.612082,-12.11753,27.795555,-21.083708,103.61452,chain_3
19.147514,-16.42959,15.299187,-3.094615,80.33771,chain_3
16.295118,7.0339994,2.4879308,-13.242083,83.11702,chain_3
19.441898,12.374715,-10.001492,-4.261871,61.013634,chain_3
19.595282,11.106512,-7.074044,-6.601012,66.39906,chain_3
14.122385,11.093264,13.937239,-27.280895,170.79016,chain_3
13.885474,20.397213,7.771155,-30.183992,145.5498,chain_3
19.767345,24.54831,-17.534279,-2.810342,118.99918,chain_3
18.727451,10.557318,-0.97334784,-13.990757,116.39943,chain_3
19.156385,13.575498,4.2766957,-16.904644,118.8573,chain_3
21.056244,-0.35739598,32.492077,-26.198177,239.48181,chain_3
16.552965,15.213424,10.86429,-19.155806,222.35367,chain_3
16.567436,14.743063,5.6808476,-19.716745,196.58868,chain_3
15.054625,13.2138605,12.33452,-27.390053,113.77229,chain_3
21.66427,31.733953,1.2364681,-39.032654,175.06784,chain_3
24.208967,30.812563,7.289411,-34.67724,233.47688,chain_3
17.96305,47.844646,-4.6461086,-39.276466,305.17294,chain_3
21.03668,18.127,1.5922713,-22.063255,120.372055,chain_3
22.618658,16.262972,4.0404477,-20.667494,123.33688,chain_3
18.053078,9.997005,-2.4640412,-10.258034,178.01166,chain_3
17.227087,5.399916,7.646757,-15.705883,197.29384,chain_3
17.957294,1.5366099,16.84608,-13.441162,188.26485,chain_3
16.774643,0.8362473,-10.632385,14.542734,163.1117,chain_3
20.397955,13.984136,-12.936278,3.691119,187.4033,chain_3
16.75645,20.886116,-23.275553,-1.6664379,101.4839,chain_3
15.27058,28.152287,-26.56756,-6.084138,174.3169,chain_3
18.64709,3.480318,-3.4086335,-4.67957,104.13375,chain_3
16.715302,-6.173631,9.744498,-1.6842811,123.165855,chain_3
17.410915,28.46787,-26.501574,0.09051846,82.32918,chain_3
16.453215,20.948015,-22.420202,2.983099,96.77006,chain_3
18.497066,13.08797,-28.999664,14.657201,123.4681,chain_3
16.109999,23.749609,3.650168,-25.700277,117.889046,chain_3
15.987418,28.132528,-2.8290143,-28.408844,110.75961,chain_3
19.111116,8.113495,-2.498176,-4.2817326,102.57412,chain_3
16.02439,10.327174,6.233885,-20.443855,143.0842,chain_3
19.375174,-2.850834,-6.0548472,5.2422595,94.32658,chain_3
20.925632,9.5866165,-13.930234,5.2247257,75.09498,chain_3
20.854328,11.752501,-13.602289,4.004059,69.703285,chain_3
13.726251,18.181879,-20.898247,1.8461809,72.21666,chain_3
22.431366,16.594873,-18.838547,2.2490203,167.02095,chain_3
21.505133,14.835496,-24.703793,5.763596,181.2188,chain_3
20.216839,14.841092,-15.657944,6.914405,160.66599,chain_3
13.657973,3.1063204,15.327818,-15.857947,107.953926,chain_3
20.73686,-4.223097,-3.628427,4.799521,152.6714,chain_3
17.406904,-10.505634,23.746632,-9.765809,164.53984,chain_3
20.347557,-10.80307,5.485363,2.120153,134.43805,chain_3
20.768385,8.72054,-7.5858793,-2.7776792,122.03314,chain_3
19.24943,4.104192,5.189601,-7.437334,99.67894,chain_3
15.92406,17.94465,-12.692227,-3.5982485,76.84674,chain_3
20.297125,12.574754,-20.920635,8.823545,102.158195,chain_3
18.293037,12.580778,-19.460182,6.3613844,99.738235,chain_3
18.595854,12.467781,-23.15598,7.8585553,95.13314,chain_3
15.91518,-7.122944,31.930742,-23.848722,128.69678,chain_3
17.720083,29.093102,-26.645624,-1.450782,94.54497,chain_3
16.822369,32.277412,-39.18984,2.630077,113.03035,chain_3
16.385897,48.90884,-57.000397,13.279668,233.96535,chain_3
17.575693,39.803486,-39.467815,-6.352636,229.51807,chain_3
18.758081,23.148197,-22.689838,-6.678657,160.2338,chain_3
21.035608,17.549706,-4.075715,-10.632653,190.71526,chain_3
15.872898,17.553738,5.8463326,-22.413326,146.88239,chain_3
17.037664,18.541746,-7.6158338,-12.834428,123.77321,chain_3
15.36561,-8.462026,-15.121368,21.075012,172.1214,chain_3
18.610397,31.98318,-9.310307,-24.029839,71.01846,chain_3
18.15555,22.852592,-11.076031,-14.350049,78.5945,chain_3
17.678036,13.796637,-16.106394,-0.6272398,119.625114,chain_3
18.769852,18.725178,-12.187349,-5.079202,88.09039,chain_3
14.693843,17.047398,5.09501,-20.116455,90.2037,chain_3
15.037191,-6.6452847,4.93166,2.3979194,173.01694,chain_3
19.588692,9.144839,-14.789846,2.3575993,139.39853,chain_3
18.193897,8.952751,9.973446,-15.463851,135.7674,chain_3
17.386078,6.5924377,15.525537,-19.266573,81.155464,chain_3
17.69486,7.440669,13.182589,-20.685581,78.73291,chain_3
20.052193,-1.3365095,-6.4680443,8.284545,161.10695,chain_3
17.979181,14.617731,3.7738392,-18.354603,69.51866,chain_3
17.097836,8.716072,-12.86772,4.877278,65.523186,chain_3
17.619085,25.595451,-24.08503,-3.6263924,164.39774,chain_3
18.704538,-8.838102,-1.715214,14.911938,149.6805,chain_3
14.740376,7.230926,27.984045,-35.692398,158.9312,chain_3
14.313828,5.114612,27.963568,-32.220745,131.46696,chain_3
20.654348,4.5941577,-0.19149065,-3.6751614,99.65913,chain_3
17.062494,2.1390493,6.1488404,-8.577098,129.00453,chain_3
16.91229,2.4132814,3.9313993,-8.348523,119.77848,chain_3
16.098772,14.162899,-3.2674365,-10.145794,101.92527,chain_3
16.651484,17.56062,3.0218613,-19.875814,94.018074,chain_3
19.42688,6.8647814,-16.001621,8.661445,104.17542,chain_3
21.366993,2.4231346,-20.095331,19.692516,80.70249,chain_3
18.238462,10.363709,-26.581884,16.441353,94.78118,chain_3
16.634981,30.51467,-11.3151,-17.865438,116.285484,chain_3
18.731804,2.779275,14.984004,-15.85915,114.17833,chain_3
19.897707,17.262846,-2.953145,-16.761398,134.61978,chain_3
17.716478,3.2328346,-2.710092,0.26498175,104.304504,chain_3
18.133194,12.38686,-13.726857,3.8666053,100.32521,chain_3
17.693449,20.6417,-13.290158,-4.6718965,138.46457,chain_3
16.69684,19.826471,5.3926425,-28.813202,141.22308,chain_3
25.103153,25.654585,-13.992126,-14.474524,178.14293,chain_3
12.104826,29.71617,-17.33727,-9.070963,175.28384,chain_3
16.927107,27.08218,-0.26618528,-24.314857,88.0539,chain_3
17.133202,13.460215,2.8419945,-15.084603,109.18818,chain_3
18.695686,17.543436,-6.452463,-10.188178,165.58018,chain_3
15.626858,-13.003489,19.303585,-7.050485,67.8992,chain_3
15.798881,-23.15173,28.50412,-4.671047,72.37051,chain_3
17.02289,-21.509373,24.25313,-3.019331,85.25459,chain_3
18.234367,8.246498,19.955877,-28.51748,127.48092,chain_3
18.294947,0.5061929,-5.6600623,2.2072258,86.09838,chain_3
18.468428,14.868501,10.421275,-25.7927,187.5171,chain_3
18.55412,27.419027,-7.0075455,-22.484556,144.81902,chain_3
19.86528,24.10639,18.558273,-44.084538,102.481476,chain_3
17.459726,25.722723,1.6108155,-25.524424,111.894394,chain_3
18.174246,28.115814,-13.390562,-13.638482,106.91751,chain_3
16.08883,31.775835,-23.751163,-5.6546874,73.93935,chain_3
15.726566,34.932,-23.759605,-10.073767,78.968575,chain_3
19.20872,-21.201397,21.584684,-1.0963173,146.72467,chain_3
15.6557865,-18.949745,15.771929,5.280233,204.9961,chain_3
14.423174,-21.178766,8.908056,10.946121,182.21909,chain_3
15.951008,-18.39628,9.005946,10.3546505,196.85086,chain_3
15.920927,-17.349514,6.107559,12.36521,108.896484,chain_3
22.253979,7.6287537,-11.064865,4.7071824,173.67596,chain_3
18.984283,8.775302,-14.3254385,2.5080943,157.97723,chain_3
17.018293,-3.668201,6.819714,-4.4939938,79.908844,chain_3
16.767662,26.74077,7.309643,-32.74452,145.23215,chain_3
17.824114,-36.64018,39.47656,-4.981031,130.6354,chain_3
19.241093,-15.475045,8.506689,8.61086,229.67441,chain_3
17.243166,-13.585697,-2.5908046,16.911127,189.2524,chain_3
20.453,4.1911454,-17.451847,14.701688,249.86786,chain_3
18.344162,12.681214,-18.102386,2.490889,76.60663,chain_3
16.092226,24.025015,-22.078758,-4.1606336,206.71307,chain_3
14.771323,16.335173,-11.759988,-2.9116127,156.6932,chain_3
17.391989,15.045651,-11.505933,-5.3488984,114.94902,chain_3
18.020374,18.846525,-3.5614402,-15.60932,105.49336,chain_3
16.891888,9.208866,-16.015236,8.777447,93.92671,chain_3
17.288246,-8.870166,39.957783,-31.911448,109.756325,chain_3
18.330643,20.187567,-6.092532,-13.806825,134.37492,chain_3
17.05265,9.838864,-6.035686,-5.556054,66.09159,chain_3
17.493843,20.85402,-12.302047,-10.303039,62.236156,chain_3
17.081547,9.849657,-5.300902,-2.5001671,68.65451,chain_3
20.552208,32.267483,-11.369691,-19.095083,55.601883,chain_3
13.903875,-17.566553,28.319109,-12.771448,270.93195,chain_3
18.179817,-15.026596,32.58306,-16.72298,103.43463,chain_3
22.129915,-27.751959,20.29493,9.074782,198.74199,chain_3
19.423544,-22.122355,34.995834,-15.156374,130.64842,chain_3
14.586035,8.875494,-6.998699,-3.5971692,166.02086,chain_3
15.459578,0.9919989,-2.7189481,0.37096262,142.60027,chain_3
22.814165,12.568579,18.749624,-29.519533,178.54662,chain_3
21.147326,7.24042,13.33529,-22.802773,398.30344,chain_3
20.961863,7.114096,13.215535,-18.07802,399.34918,chain_3
20.394062,1.1891314,26.660759,-24.593899,142.35887,chain_3
12.672885,12.7681875,8.986405,-21.03146,127.070595,chain_3
14.097525,7.7695146,10.864001,-19.396893,131.20468,chain_3
14.658587,14.075954,7.260576,-18.674349,129.96631,chain_3
18.022234,-0.055230618,7.417427,-7.2159758,73.93733,chain_3
16.639677,40.106426,-21.185268,-18.780222,183.16724,chain_3
18.376879,22.155022,-14.828071,-5.693366,93.29706,chain_3
16.266544,19.127508,-11.575111,-7.5391097,63.241108,chain_3
22.027664,17.198853,-24.137676,7.09471,162.59335,chain_3
18.750986,18.655483,-26.236881,9.430005,150.51732,chain_3
17.122416,12.388874,-18.719732,9.692572,185.54477,chain_3
17.958961,6.6201806,-21.912304,14.962788,143.27304,chain_3
18.334856,5.241371,-23.391226,16.24346,147.68195,chain_3
17.68147,7.390767,-18.576645,10.929137,102.58033,chain_3
17.794035,-7.344591,7.5130854,0.45344186,67.42917,chain_3
17.380058,-0.5082722,22.479557,-19.149538,153.408,chain_3
17.24592,2.2939997,-8.422226,3.6241596,89.631004,chain_3
18.03007,8.927977,-16.16425,10.266918,108.649185,chain_3
18.009863,9.371955,-15.81827,11.649086,108.90999,chain_3
18.1655,7.3446064,-17.339401,11.096431,107.91682,chain_3
17.014984,34.784798,6.2718368,-39.838543,108.657936,chain_3
19.909655,23.072868,9.872907,-31.323101,132.9606,chain_3
17.638462,-3.0268888,-10.702643,14.453471,112.015366,chain_3
17.638462,-3.0268888,-10.702643,14.453471,112.015366,chain_3
18.008041,2.1770144,-17.874363,15.352474,102.70411,chain_3
17.213799,12.80841,5.6710987,-18.472946,70.1237,chain_3
22.615444,19.87479,-28.683496,9.115692,223.07486,chain_3
20.242697,18.827906,-35.713326,18.24516,190.12016,chain_3
16.742659,17.877712,-44.719536,25.261833,183.10008,chain_3
17.384184,18.782818,5.748564,-23.432669,99.13303,chain_3
17.054754,25.285894,-21.254333,-4.6191173,102.6135,chain_3
19.058067,25.868738,-26.77252,0.07477522,88.73597,chain_3
20.11864,21.989868,-10.143838,-12.794846,113.19421,chain_3
20.060734,27.09067,-11.163466,-14.243525,113.81875,chain_3
17.59215,11.63104,6.8859606,-16.942972,96.6233,chain_3
15.405605,-5.787506,3.164936,1.69211,115.764595,chain_3
17.02233,-4.4124675,12.351165,-13.861753,135.3038,chain_3
14.963774,21.54458,-4.998291,-19.316296,118.127525,chain_3
14.580002,10.460493,-5.4926796,-4.058959,106.417885,chain_3
15.624988,1.5922798,-6.707113,5.2642283,132.54869,chain_3
19.857363,25.595984,1.7945503,-23.519876,186.57143,chain_3
16.397968,-12.893907,28.25846,-18.081638,87.872574,chain_3
18.805332,-6.978265,9.172069,1.0037879,224.64967,chain_3
17.354239,2.2551942,0.110604286,-6.112913,228.55971,chain_3
17.83581,10.890601,-14.929369,2.5248199,160.30188,chain_3
15.074343,23.730278,-18.413597,-4.9580064,128.68561,chain_3
17.207754,6.904149,-13.692377,7.11984,92.40849,chain_3
19.173897,17.419123,-17.14325,-0.34430486,101.87965,chain_3
16.423283,0.37320364,23.705395,-24.006247,117.03429,chain_3
17.38446,13.546213,3.348435,-17.391499,90.923485,chain_3
19.31287,14.2543,-7.594777,-5.9339647,108.4042,chain_3
16.536444,18.238886,-19.75193,1.6438575,111.25553,chain_3
14.269676,9.042597,-14.083238,4.231214,89.38857,chain_3
17.55906,9.636072,-12.571417,3.8457637,86.202515,chain_3
19.894989,4.4603095,-17.722755,14.401291,114.39648,chain_3
19.364576,0.75134534,1.619879,-1.139133,140.1899,chain_3
18.688175,9.770341,-11.167491,0.35280332,151.49724,chain_3
18.516848,7.903267,-12.89821,4.873854,231.09903,chain_3
16.721762,9.464716,-10.773223,1.3323998,71.51246,chain_3
18.111013,2.4984899,-7.5755,5.0772595,128.17444,chain_3
19.728903,-1.5924339,19.61679,-18.007912,165.0991,chain_3
17.966084,9.185167,-7.475032,-3.729137,66.108574,chain_3
18.039787,5.9380536,-0.86258733,-6.0861516,146.37694,chain_3
17.495775,7.024764,-3.0830002,-2.461101,159.388,chain_3
17.765469,21.91698,-13.044293,-9.921408,70.899734,chain_3
16.507362,26.09284,-24.907349,0.20935118,127.54671,chain_3
18.137112,13.8483515,10.000843,-22.670826,93.5603,chain_3
21.100313,18.175056,-22.073557,1.423926,177.31528,chain_3
18.059498,24.55176,-21.513512,-0.9356777,166.8016,chain_3
19.621067,0.58652425,6.7244015,-7.649875,117.07146,chain_3
19.889126,2.8720703,11.4001875,-13.657385,117.636246,chain_3
16.057474,9.939967,-15.220098,6.0301633,128.57343,chain_3
16.472017,20.339182,-13.354721,-6.017753,137.10313,chain_3
20.114689,38.78387,-27.51624,-10.166372,107.36065,chain_3
16.01083,-10.708171,20.260496,-8.882709,85.390686,chain_3
19.268995,-3.609824,14.762694,-13.028271,134.15417,chain_3
20.206497,19.47683,-0.6225488,-17.746824,115.174736,chain_3
