alpha,beta,chain
-0.1840702,-0.037193548,chain_2
-0.17960575,-0.0371371,chain_2
-0.17268953,-0.03708417,chain_2
-0.21796365,-0.037466247,chain_2
-0.22017881,-0.03742397,chain_2
-0.16388515,-0.039832853,chain_2
-0.18753809,-0.03963473,chain_2
-0.2126338,-0.039668113,chain_2
-0.18955418,-0.0300791,chain_2
-0.17790452,-0.03018399,chain_2
-0.18226112,-0.028451925,chain_2
-0.22033195,-0.0300281,chain_2
-0.20704022,-0.03438649,chain_2
-0.18901415,-0.034446295,chain_2
-0.18909304,-0.03449792,chain_2
-0.19022964,-0.04226054,chain_2
-0.19132309,-0.04068119,chain_2
-0.20436008,-0.040924106,chain_2
-0.18136099,-0.04074516,chain_2
-0.19814575,-0.043711826,chain_2
-0.18830252,-0.04393551,chain_2
-0.17596646,-0.032291356,chain_2
-0.20184858,-0.031605676,chain_2
-0.18755634,-0.03186143,chain_2
-0.19889301,-0.035764538,chain_2
-0.18567042,-0.026697682,chain_2
-0.16757138,-0.04985593,chain_2
-0.17824121,-0.04767195,chain_2
-0.18294308,-0.0457842,chain_2
-0.21211667,-0.045937195,chain_2
-0.1743603,-0.045753907,chain_2
-0.19260252,-0.047351785,chain_2
-0.1941375,-0.044999115,chain_2
-0.19342864,-0.041040476,chain_2
-0.20399292,-0.03082402,chain_2
-0.20177804,-0.0346243,chain_2
-0.18506,-0.04075056,chain_2
-0.18506,-0.04075056,chain_2
-0.19738655,-0.040680513,chain_2
-0.20511161,-0.040260423,chain_2
-0.16466258,-0.0408863,chain_2
-0.20185304,-0.041076977,chain_2
-0.18100823,-0.040091466,chain_2
-0.20905766,-0.039617795,chain_2
-0.17619433,-0.039839398,chain_2
-0.17867436,-0.03986849,chain_2
-0.20284544,-0.039667003,chain_2
-0.19672385,-0.032636706,chain_2
-0.1928537,-0.03484754,chain_2
-0.19090699,-0.03720742,chain_2
-0.19090699,-0.03720742,chain_2
-0.19258243,-0.03292766,chain_2
-0.22548378,-0.04385497,chain_2
-0.1787884,-0.043682653,chain_2
-0.20147882,-0.043809235,chain_2
-0.1987196,-0.03445165,chain_2
-0.2024282,-0.04309493,chain_2
-0.17284115,-0.042788334,chain_2
-0.17284115,-0.042788334,chain_2
-0.20689106,-0.04301975,chain_2
-0.20412008,-0.043425966,chain_2
-0.18870309,-0.048771244,chain_2
-0.18806128,-0.050141618,chain_2
-0.19070883,-0.04808212,chain_2
-0.1731318,-0.047970794,chain_2
-0.19892758,-0.039542742,chain_2
-0.18465734,-0.03908884,chain_2
-0.18860412,-0.03585292,chain_2
-0.19420193,-0.03714938,chain_2
-0.18721972,-0.03768687,chain_2
-0.20618562,-0.03645728,chain_2
-0.17864992,-0.03628272,chain_2
-0.1985293,-0.03586864,chain_2
-0.2129009,-0.03154804,chain_2
-0.21774366,-0.03151435,chain_2
-0.20032223,-0.047104955,chain_2
-0.19655441,-0.047099408,chain_2
-0.17815556,-0.046561,chain_2
-0.18235403,-0.046322323,chain_2
-0.19449691,-0.046524573,chain_2
-0.18089144,-0.041448127,chain_2
-0.19911978,-0.041870862,chain_2
-0.17376855,-0.042028297,chain_2
-0.17530747,-0.042053342,chain_2
-0.20580669,-0.041641343,chain_2
-0.2060291,-0.0416295,chain_2
-0.20283663,-0.04170272,chain_2
-0.19027509,-0.04158643,chain_2
-0.1658909,-0.041384954,chain_2
-0.20646513,-0.0417671,chain_2
-0.18157354,-0.041942924,chain_2
-0.20231566,-0.041797135,chain_2
-0.17677818,-0.042171493,chain_2
-0.19030589,-0.035900053,chain_2
-0.19541384,-0.035862606,chain_2
-0.17378893,-0.035728637,chain_2
-0.20565416,-0.03588506,chain_2
-0.19333684,-0.038474202,chain_2
-0.19437282,-0.042929456,chain_2
-0.17793646,-0.042835817,chain_2
-0.18861613,-0.042798094,chain_2
-0.1906385,-0.03824657,chain_2
-0.20348802,-0.031870894,chain_2
-0.19429782,-0.031859133,chain_2
-0.19948056,-0.029118452,chain_2
-0.1915397,-0.033606917,chain_2
-0.1915397,-0.033606917,chain_2
-0.20991963,-0.038863417,chain_2
-0.1928683,-0.03086155,chain_2
-0.20897488,-0.031138087,chain_2
-0.19948417,-0.031670295,chain_2
-0.19319098,-0.03343148,chain_2
-0.22228496,-0.033067353,chain_2
-0.18630338,-0.03278485,chain_2
-0.21201372,-0.03271607,chain_2
-0.18704844,-0.032579683,chain_2
-0.17914346,-0.033677235,chain_2
-0.19780326,-0.032128274,chain_2
-0.19155315,-0.032698855,chain_2
-0.23212817,-0.032456767,chain_2
-0.16897106,-0.031925987,chain_2
-0.20562446,-0.032136355,chain_2
-0.18377285,-0.032047983,chain_2
-0.19298957,-0.031972896,chain_2
-0.18996888,-0.02928724,chain_2
-0.202276,-0.028992979,chain_2
-0.19570711,-0.028559254,chain_2
-0.18999803,-0.027331367,chain_2
-0.20321514,-0.030778907,chain_2
-0.21015279,-0.030756297,chain_2
-0.1828117,-0.031428326,chain_2
-0.19427782,-0.03845281,chain_2
-0.18914628,-0.03570621,chain_2
-0.18914628,-0.03570621,chain_2
-0.19204785,-0.039830163,chain_2
-0.20044649,-0.03293372,chain_2
-0.18023473,-0.042739406,chain_2
-0.20067883,-0.042145483,chain_2
-0.1973163,-0.042046405,chain_2
-0.20322657,-0.042178657,chain_2
-0.16344044,-0.041953344,chain_2
-0.17152818,-0.036507197,chain_2
-0.197296,-0.03659671,chain_2
-0.1959657,-0.036609486,chain_2
-0.18813106,-0.03710794,chain_2
-0.19655465,-0.02952139,chain_2
-0.20131375,-0.030107737,chain_2
-0.19927281,-0.044306837,chain_2
-0.18407634,-0.044445004,chain_2
-0.18866417,-0.028433697,chain_2
-0.23427364,-0.02821229,chain_2
-0.23779076,-0.028144116,chain_2
-0.20067579,-0.028194295,chain_2
-0.19348706,-0.028257864,chain_2
-0.19616966,-0.029911418,chain_2
-0.19722672,-0.027198024,chain_2
-0.2082325,-0.027332554,chain_2
-0.19481377,-0.027362373,chain_2
-0.205117,-0.027236855,chain_2
-0.22490285,-0.027264629,chain_2
-0.20021985,-0.02735651,chain_2
-0.18182257,-0.05032015,chain_2
-0.19056638,-0.049971916,chain_2
-0.21546957,-0.05158295,chain_2
-0.16160764,-0.051699147,chain_2
-0.17757411,-0.05168139,chain_2
-0.19160332,-0.050473325,chain_2
-0.19348238,-0.04618671,chain_2
-0.2025915,-0.041165687,chain_2
-0.17459714,-0.04106683,chain_2
-0.20766304,-0.040525638,chain_2
-0.2034357,-0.040506203,chain_2
-0.21030304,-0.029430935,chain_2
-0.20082305,-0.030835912,chain_2
-0.20489238,-0.030778304,chain_2
-0.183467,-0.030689916,chain_2
-0.20738007,-0.03106824,chain_2
-0.21124296,-0.030873476,chain_2
-0.20343347,-0.030646028,chain_2
-0.20320797,-0.028670812,chain_2
-0.20214073,-0.028618164,chain_2
-0.20265807,-0.033372957,chain_2
-0.18038034,-0.037475314,chain_2
-0.1851658,-0.041549217,chain_2
-0.20875171,-0.041659407,chain_2
-0.18889497,-0.04160342,chain_2
-0.18170239,-0.042060092,chain_2
-0.18002856,-0.054770205,chain_2
-0.19494802,-0.03646889,chain_2
-0.18927598,-0.03634548,chain_2
-0.19404936,-0.032907948,chain_2
-0.19479014,-0.03282364,chain_2
-0.19909373,-0.032739833,chain_2
-0.19742438,-0.032752845,chain_2
-0.18794511,-0.032699276,chain_2
-0.19022913,-0.032695856,chain_2
-0.18670216,-0.034461685,chain_2
-0.20902424,-0.042458136,chain_2
-0.18981981,-0.042647697,chain_2
-0.18020205,-0.04271562,chain_2
-0.19519702,-0.043554105,chain_2
-0.1930551,-0.043425076,chain_2
-0.19191398,-0.044005763,chain_2
-0.1856245,-0.04418675,chain_2
-0.19889536,-0.027935842,chain_2
-0.20280369,-0.027379734,chain_2
-0.1982635,-0.027088398,chain_2
-0.19654173,-0.035136797,chain_2
-0.19276404,-0.035475843,chain_2
-0.19155465,-0.03459689,chain_2
-0.1928732,-0.03907026,chain_2
-0.20662661,-0.03614668,chain_2
-0.19599243,-0.029869463,chain_2
-0.1990507,-0.0302025,chain_2
-0.19301566,-0.030250536,chain_2
-0.20016769,-0.033394523,chain_2
-0.19642092,-0.029180853,chain_2
-0.18798496,-0.0392159,chain_2
-0.208126,-0.039850134,chain_2
-0.20416373,-0.03980167,chain_2
-0.18218485,-0.03988495,chain_2
-0.19376493,-0.03279522,chain_2
-0.21400839,-0.03185207,chain_2
-0.2086474,-0.03189418,chain_2
-0.18999836,-0.03196239,chain_2
-0.20872806,-0.0320376,chain_2
-0.20029527,-0.02879792,chain_2
-0.17576124,-0.028532473,chain_2
-0.19291285,-0.028541304,chain_2
-0.19420014,-0.028318979,chain_2
-0.1846997,-0.02816144,chain_2
-0.20927764,-0.028014667,chain_2
-0.20014694,-0.028250435,chain_2
-0.1953308,-0.027616203,chain_2
-0.20405446,-0.0283611,chain_2
-0.22656637,-0.027881147,chain_2
-0.1839629,-0.027406344,chain_2
-0.1830262,-0.027423248,chain_2
-0.20652208,-0.027613742,chain_2
-0.21999381,-0.027669817,chain_2
-0.2287798,-0.02766812,chain_2
-0.1680632,-0.027523102,chain_2
-0.21126677,-0.027547667,chain_2
-0.19949265,-0.031973254,chain_2
-0.20980036,-0.030715805,chain_2
-0.18340093,-0.030445073,chain_2
-0.21051759,-0.030100748,chain_2
-0.18228449,-0.030456392,chain_2
-0.19099323,-0.030432824,chain_2
-0.17522526,-0.028922895,chain_2
-0.17522526,-0.028922895,chain_2
-0.20425734,-0.04489212,chain_2
-0.17300737,-0.04857925,chain_2
-0.19138011,-0.054520782,chain_2
-0.18910185,-0.053615164,chain_2
-0.17294887,-0.053538952,chain_2
-0.18269211,-0.027305806,chain_2
-0.17427583,-0.027312832,chain_2
-0.17540444,-0.035412125,chain_2
-0.1843074,-0.03503104,chain_2
-0.20857865,-0.035410836,chain_2
-0.2016936,-0.035492692,chain_2
-0.17735493,-0.036865078,chain_2
-0.2106512,-0.036234204,chain_2
-0.20762053,-0.036199786,chain_2
-0.20519203,-0.03832992,chain_2
-0.20904775,-0.03395295,chain_2
-0.17429177,-0.033624314,chain_2
-0.18440852,-0.033598494,chain_2
-0.18643838,-0.033615686,chain_2
-0.18322542,-0.033342265,chain_2
-0.18892778,-0.033395194,chain_2
-0.19251275,-0.034019776,chain_2
-0.19652587,-0.033243977,chain_2
-0.1876275,-0.03590673,chain_2
-0.17799625,-0.03947733,chain_2
-0.20381615,-0.039669473,chain_2
-0.18862605,-0.03959184,chain_2
-0.18651508,-0.04132197,chain_2
-0.19318601,-0.041358415,chain_2
-0.18486539,-0.042695835,chain_2
-0.17475808,-0.042710252,chain_2
-0.18683223,-0.027294593,chain_2
-0.20756392,-0.027576627,chain_2
-0.20779724,-0.028997576,chain_2
-0.19108877,-0.028984062,chain_2
-0.18243697,-0.034939934,chain_2
-0.17949584,-0.035185028,chain_2
-0.20455095,-0.035296917,chain_2
-0.2168467,-0.036315165,chain_2
-0.18054816,-0.03630308,chain_2
-0.1730499,-0.046194255,chain_2
-0.20157725,-0.046642512,chain_2
-0.18860209,-0.046763264,chain_2
-0.20704113,-0.04664319,chain_2
-0.19209117,-0.0463392,chain_2
-0.17453542,-0.046251275,chain_2
-0.18863815,-0.04708382,chain_2
-0.1881821,-0.04291544,chain_2
-0.19439082,-0.030500786,chain_2
-0.18557969,-0.035876296,chain_2
-0.17330703,-0.03605065,chain_2
-0.18968,-0.036028653,chain_2
-0.20188583,-0.035959482,chain_2
-0.1923245,-0.038794152,chain_2
-0.16572252,-0.039096512,chain_2
-0.21114329,-0.03227917,chain_2
-0.20937805,-0.03229393,chain_2
-0.19172794,-0.032123014,chain_2
-0.19792975,-0.03196888,chain_2
-0.2012045,-0.031581372,chain_2
-0.20736402,-0.027492242,chain_2
-0.21916583,-0.027556866,chain_2
-0.22870773,-0.03607214,chain_2
-0.19477619,-0.03383954,chain_2
-0.18606794,-0.03072495,chain_2
-0.20493937,-0.030811274,chain_2
-0.2016078,-0.030858975,chain_2
-0.18164186,-0.029985638,chain_2
-0.20440835,-0.028486475,chain_2
-0.18869208,-0.028716452,chain_2
-0.21490164,-0.02854279,chain_2
-0.17966035,-0.029113289,chain_2
-0.2056048,-0.027940538,chain_2
-0.18565206,-0.028020954,chain_2
-0.18565206,-0.028020954,chain_2
-0.21123864,-0.028302668,chain_2
-0.18372251,-0.0279351,chain_2
-0.21710446,-0.027774695,chain_2
-0.17753237,-0.028228307,chain_2
-0.21480182,-0.02797435,chain_2
-0.20904827,-0.028077485,chain_2
-0.19504444,-0.026066404,chain_2
-0.19707623,-0.032968108,chain_2
-0.1859892,-0.03308283,chain_2
-0.21138729,-0.035126623,chain_2
-0.17981534,-0.034918495,chain_2
-0.18359217,-0.034942187,chain_2
-0.20103785,-0.036860153,chain_2
-0.23161617,-0.03666802,chain_2
-0.22806022,-0.036762126,chain_2
-0.16825087,-0.036409013,chain_2
-0.19050494,-0.036760654,chain_2
-0.19785596,-0.042043433,chain_2
-0.19308293,-0.041722134,chain_2
-0.19613859,-0.03637197,chain_2
-0.20808545,-0.036547005,chain_2
-0.19361688,-0.036673572,chain_2
-0.17667516,-0.036806006,chain_2
-0.20607975,-0.03658694,chain_2
-0.20607975,-0.03658694,chain_2
-0.20064512,-0.03310873,chain_2
-0.19088691,-0.03611779,chain_2
-0.1712096,-0.04667147,chain_2
-0.20621851,-0.03925232,chain_2
-0.18737644,-0.03773847,chain_2
-0.18526727,-0.040060766,chain_2
-0.20270932,-0.028216533,chain_2
-0.20469266,-0.02828892,chain_2
-0.19160682,-0.026457123,chain_2
-0.21440403,-0.026461491,chain_2
-0.18811314,-0.026614564,chain_2
-0.20479497,-0.031173892,chain_2
-0.18787275,-0.029294439,chain_2
-0.20459092,-0.030534193,chain_2
-0.19361833,-0.027476095,chain_2
-0.22079737,-0.027681546,chain_2
-0.20812613,-0.042636957,chain_2
-0.20498484,-0.042576194,chain_2
-0.19827202,-0.04246104,chain_2
-0.18910015,-0.04251763,chain_2
-0.19041061,-0.039811507,chain_2
-0.2043962,-0.039870083,chain_2
-0.20869501,-0.03986907,chain_2
-0.18327188,-0.039930925,chain_2
-0.18680792,-0.030849835,chain_2
-0.19244923,-0.03133072,chain_2
-0.18633933,-0.038135897,chain_2
-0.18014145,-0.042116024,chain_2
-0.17844862,-0.042116363,chain_2
-0.19574161,-0.040817812,chain_2
-0.18658015,-0.037626803,chain_2
-0.19793683,-0.02765238,chain_2
-0.18563132,-0.027721805,chain_2
-0.2068925,-0.033649247,chain_2
-0.20338146,-0.033655778,chain_2
-0.18712495,-0.037767377,chain_2
-0.2151288,-0.037735682,chain_2
-0.19008878,-0.044929203,chain_2
-0.18838103,-0.042842194,chain_2
-0.19927026,-0.043351177,chain_2
-0.18014425,-0.043518186,chain_2
-0.18958488,-0.043536425,chain_2
-0.18791473,-0.044032477,chain_2
-0.18859848,-0.04365157,chain_2
-0.19737093,-0.043620165,chain_2
-0.20021239,-0.043732908,chain_2
-0.17220777,-0.043142874,chain_2
-0.20759398,-0.04328064,chain_2
-0.18760377,-0.03680141,chain_2
-0.2153506,-0.038559362,chain_2
-0.1697974,-0.03898063,chain_2
-0.21541633,-0.038731936,chain_2
-0.21294248,-0.04447996,chain_2
-0.21294248,-0.04447996,chain_2
-0.20138374,-0.04415392,chain_2
-0.18793668,-0.04431267,chain_2
-0.18917225,-0.044443738,chain_2
-0.20779899,-0.044646155,chain_2
-0.19749753,-0.03650104,chain_2
-0.18350184,-0.032945037,chain_2
-0.18208294,-0.036889896,chain_2
-0.20449674,-0.034716878,chain_2
-0.20344268,-0.03621053,chain_2
-0.1798758,-0.041713804,chain_2
-0.19568706,-0.041948255,chain_2
-0.18804377,-0.037983134,chain_2
-0.1866655,-0.034016337,chain_2
-0.20156278,-0.029524956,chain_2
-0.20456322,-0.02978366,chain_2
-0.18901537,-0.028542312,chain_2
-0.1862025,-0.028520675,chain_2
-0.18396235,-0.02855743,chain_2
-0.21264149,-0.028036762,chain_2
-0.19078135,-0.027660547,chain_2
-0.20600991,-0.027642267,chain_2
-0.18511268,-0.035361774,chain_2
-0.21047504,-0.035228364,chain_2
-0.17770882,-0.035741434,chain_2
-0.20232967,-0.035517864,chain_2
-0.20572573,-0.029138213,chain_2
-0.18020435,-0.042786404,chain_2
-0.21563976,-0.0368037,chain_2
-0.18825214,-0.036483485,chain_2
-0.19125083,-0.03347803,chain_2
-0.1896457,-0.03463279,chain_2
-0.18808211,-0.034615297,chain_2
-0.18908586,-0.034389783,chain_2
-0.18870656,-0.032883592,chain_2
-0.19776984,-0.034241594,chain_2
-0.1956758,-0.037452348,chain_2
-0.1803175,-0.034986775,chain_2
-0.21175,-0.034812346,chain_2
-0.2231599,-0.034550756,chain_2
-0.19759652,-0.03473293,chain_2
-0.20384645,-0.02972957,chain_2
-0.20257522,-0.030552264,chain_2
-0.1946424,-0.030476807,chain_2
-0.22385624,-0.030737277,chain_2
-0.21848038,-0.030734977,chain_2
-0.20566225,-0.029625226,chain_2
-0.18619205,-0.032506973,chain_2
-0.19843046,-0.032488775,chain_2
-0.19843046,-0.032488775,chain_2
-0.21800764,-0.03252431,chain_2
-0.181315,-0.032493684,chain_2
-0.20941773,-0.032210868,chain_2
-0.20801254,-0.032174356,chain_2
-0.18297341,-0.03240003,chain_2
-0.1955429,-0.032285426,chain_2
-0.19730094,-0.0374014,chain_2
-0.19290555,-0.037439026,chain_2
-0.17370953,-0.037579115,chain_2
-0.16951978,-0.037608206,chain_2
-0.18984517,-0.035844546,chain_2
-0.22560579,-0.035709444,chain_2
-0.20159788,-0.035726666,chain_2
-0.18458934,-0.033250533,chain_2
-0.21096632,-0.033081558,chain_2
-0.16399172,-0.033370607,chain_2
-0.1895558,-0.033370078,chain_2
-0.20688653,-0.03213217,chain_2
-0.1825666,-0.04020615,chain_2
-0.2014173,-0.04251316,chain_2
-0.17123643,-0.04566765,chain_2
-0.23785886,-0.045131322,chain_2
-0.22931777,-0.045001324,chain_2
-0.20641416,-0.044822514,chain_2
-0.20773028,-0.046776928,chain_2
-0.17807552,-0.026888391,chain_2
-0.23166448,-0.02728576,chain_2
-0.18692753,-0.027655542,chain_2
-0.18481945,-0.027670996,chain_2
-0.21371257,-0.027894992,chain_2
-0.21313013,-0.028233266,chain_2
-0.18638855,-0.028164625,chain_2
-0.19075322,-0.02793568,chain_2
-0.19462632,-0.02791985,chain_2
-0.18151146,-0.035639156,chain_2
-0.1977194,-0.028839251,chain_2
-0.19530147,-0.029170234,chain_2
-0.19530147,-0.029170234,chain_2
-0.20214409,-0.02882097,chain_2
-0.22549349,-0.028372154,chain_2
-0.23475558,-0.028276326,chain_2
-0.18293187,-0.028379468,chain_2
-0.18293187,-0.028379468,chain_2
-0.18848917,-0.028309947,chain_2
-0.18787111,-0.029176276,chain_2
-0.21607897,-0.029073356,chain_2
-0.20962584,-0.032030668,chain_2
-0.17646043,-0.03490169,chain_2
-0.18135947,-0.034894772,chain_2
-0.18135947,-0.034894772,chain_2
-0.19265082,-0.03286872,chain_2
-0.17879693,-0.032663368,chain_2
-0.18415095,-0.033019774,chain_2
-0.18857305,-0.033010043,chain_2
-0.18669754,-0.035532713,chain_2
-0.19016533,-0.03488092,chain_2
-0.18981965,-0.043553066,chain_2
-0.18078761,-0.043557886,chain_2
-0.19505733,-0.027651992,chain_2
-0.19378233,-0.027601853,chain_2
-0.21659715,-0.024056938,chain_2
-0.18254909,-0.023685819,chain_2
-0.21906887,-0.023688493,chain_2
-0.19158149,-0.023788525,chain_2
-0.20734283,-0.023482503,chain_2
-0.1940875,-0.023276528,chain_2
-0.1936452,-0.029859347,chain_2
-0.20300394,-0.028068908,chain_2
-0.19119436,-0.03802512,chain_2
-0.19577083,-0.03917557,chain_2
-0.1932972,-0.03879234,chain_2
-0.17293672,-0.039031457,chain_2
-0.23204347,-0.039400596,chain_2
-0.19078276,-0.039667867,chain_2
-0.18154499,-0.038701896,chain_2
-0.19243126,-0.0387291,chain_2
-0.19045907,-0.03434035,chain_2
-0.20215055,-0.03375163,chain_2
-0.1854461,-0.03370134,chain_2
-0.17913911,-0.039236333,chain_2
-0.18631572,-0.034863714,chain_2
-0.18878971,-0.03495611,chain_2
-0.1802719,-0.033535887,chain_2
-0.1808254,-0.04211085,chain_2
-0.20066756,-0.041913465,chain_2
-0.20301765,-0.037552815,chain_2
-0.18225294,-0.038281806,chain_2
-0.20379123,-0.03801819,chain_2
-0.17315136,-0.03856098,chain_2
-0.19154097,-0.038626123,chain_2
-0.18297836,-0.03867103,chain_2
-0.20774849,-0.036861714,chain_2
-0.190377,-0.03706598,chain_2
-0.17856595,-0.041044805,chain_2
-0.20052083,-0.04115814,chain_2
-0.18733121,-0.041128363,chain_2
-0.18070762,-0.040866148,chain_2
-0.196574,-0.041027695,chain_2
-0.19573532,-0.041016944,chain_2
-0.18525678,-0.041201293,chain_2
-0.17412223,-0.04257673,chain_2
-0.19559015,-0.042704105,chain_2
-0.19190593,-0.036844514,chain_2
-0.19699125,-0.033983223,chain_2
-0.2230891,-0.033961438,chain_2
-0.18324661,-0.03370927,chain_2
-0.18032974,-0.029927734,chain_2
-0.18730402,-0.029372916,chain_2
-0.2013031,-0.029052159,chain_2
-0.19802397,-0.031031676,chain_2
-0.18535751,-0.028329924,chain_2
-0.18480465,-0.028453661,chain_2
-0.22110687,-0.028802983,chain_2
-0.19146936,-0.03225842,chain_2
-0.1921143,-0.032822717,chain_2
-0.18566568,-0.03288251,chain_2
-0.19663799,-0.03622498,chain_2
-0.18776126,-0.036323965,chain_2
-0.18776126,-0.036323965,chain_2
-0.18107311,-0.036225986,chain_2
-0.1906586,-0.04160615,chain_2
-0.17180702,-0.041323636,chain_2
-0.19548972,-0.041555986,chain_2
-0.20012063,-0.037758205,chain_2
-0.18479383,-0.037771992,chain_2
-0.17697808,-0.03529647,chain_2
-0.17311476,-0.05110563,chain_2
-0.20455487,-0.044934593,chain_2
-0.1910907,-0.04480214,chain_2
-0.19153444,-0.044791512,chain_2
-0.17448476,-0.03355513,chain_2
-0.19369099,-0.033273306,chain_2
-0.17025542,-0.033334643,chain_2
-0.19579546,-0.033403028,chain_2
-0.1935811,-0.032822132,chain_2
-0.18574938,-0.04788949,chain_2
-0.18778756,-0.040394112,chain_2
-0.192235,-0.040471885,chain_2
-0.20284386,-0.040842272,chain_2
-0.18022887,-0.03926167,chain_2
-0.17293447,-0.039271284,chain_2
-0.21006687,-0.03915181,chain_2
-0.18798584,-0.03933111,chain_2
-0.20779087,-0.039372537,chain_2
-0.18319525,-0.039678253,chain_2
-0.17729373,-0.039686665,chain_2
-0.20211704,-0.039781127,chain_2
-0.2012922,-0.03884854,chain_2
-0.18108262,-0.038015414,chain_2
-0.2005148,-0.0414461,chain_2
-0.1960286,-0.04143437,chain_2
-0.17525955,-0.03942515,chain_2
-0.1844214,-0.039278947,chain_2
-0.20208323,-0.042171706,chain_2
-0.1727132,-0.042357825,chain_2
-0.17747068,-0.041504625,chain_2
-0.18031819,-0.043615557,chain_2
-0.19774121,-0.04313536,chain_2
-0.19452573,-0.040559076,chain_2
-0.19380178,-0.031750627,chain_2
-0.18732369,-0.031395685,chain_2
-0.20246422,-0.030711452,chain_2
-0.1897029,-0.030808648,chain_2
-0.18530238,-0.030861849,chain_2
-0.20533913,-0.030705646,chain_2
-0.20245436,-0.029959837,chain_2
-0.19944143,-0.034666907,chain_2
-0.18508823,-0.03675163,chain_2
-0.17872314,-0.036824867,chain_2
-0.2075312,-0.030908925,chain_2
-0.18528034,-0.030950319,chain_2
-0.19369532,-0.030745666,chain_2
-0.19445519,-0.027246738,chain_2
-0.19840094,-0.026646664,chain_2
-0.1768022,-0.039330125,chain_2
-0.19850971,-0.03530021,chain_2
-0.19339412,-0.035251733,chain_2
-0.18940322,-0.03586309,chain_2
-0.18623164,-0.035875518,chain_2
-0.1958826,-0.038676113,chain_2
-0.18948686,-0.038512122,chain_2
-0.1745141,-0.038472652,chain_2
-0.1972096,-0.038278185,chain_2
-0.20379256,-0.038218398,chain_2
-0.20306292,-0.037574295,chain_2
-0.20282383,-0.039444957,chain_2
-0.2055236,-0.03930688,chain_2
-0.19962306,-0.03930867,chain_2
-0.19118287,-0.042593893,chain_2
-0.18687709,-0.042481955,chain_2
-0.19698502,-0.0351983,chain_2
-0.18698302,-0.03834316,chain_2
-0.19707048,-0.034492534,chain_2
-0.20164374,-0.027598703,chain_2
-0.18921593,-0.029321339,chain_2
-0.20308363,-0.028918438,chain_2
-0.20340854,-0.028958566,chain_2
-0.20024592,-0.027814947,chain_2
-0.1901376,-0.02624432,chain_2
-0.22194716,-0.029083436,chain_2
-0.18552984,-0.029177876,chain_2
-0.18420056,-0.025120387,chain_2
-0.18027377,-0.025097527,chain_2
-0.22755016,-0.025378756,chain_2
-0.19688158,-0.025451345,chain_2
-0.18601216,-0.040486585,chain_2
-0.1779521,-0.045317642,chain_2
-0.17483544,-0.045325547,chain_2
-0.21133777,-0.045225758,chain_2
-0.18297437,-0.045498524,chain_2
-0.21560852,-0.045328394,chain_2
-0.20115408,-0.041286577,chain_2
-0.1635086,-0.041030627,chain_2
-0.19290735,-0.041091524,chain_2
-0.19212712,-0.034091223,chain_2
-0.18772021,-0.039259452,chain_2
-0.19431311,-0.039402157,chain_2
-0.18885522,-0.048234794,chain_2
-0.18666877,-0.049942765,chain_2
-0.20232403,-0.026891857,chain_2
-0.18686004,-0.026907612,chain_2
-0.21553415,-0.02664912,chain_2
-0.16948368,-0.039940983,chain_2
-0.21300939,-0.040400296,chain_2
-0.21413513,-0.03936191,chain_2
-0.21131887,-0.039330997,chain_2
-0.22281037,-0.04062767,chain_2
-0.17315534,-0.04017378,chain_2
-0.20478961,-0.04037954,chain_2
-0.17673923,-0.039559923,chain_2
-0.18198948,-0.039634913,chain_2
-0.18662673,-0.03175181,chain_2
-0.18065007,-0.031787135,chain_2
-0.20955381,-0.031099427,chain_2
-0.18156786,-0.031541705,chain_2
-0.19239251,-0.03362146,chain_2
-0.18812864,-0.033033013,chain_2
-0.19583675,-0.030926038,chain_2
-0.18428065,-0.026650574,chain_2
-0.21127495,-0.02618435,chain_2
-0.19458218,-0.03410651,chain_2
-0.18237883,-0.032781366,chain_2
-0.178494,-0.037140258,chain_2
-0.18098977,-0.034944218,chain_2
-0.18925771,-0.034747038,chain_2
-0.18782392,-0.034750074,chain_2
-0.1852089,-0.04087006,chain_2
-0.19462119,-0.030521294,chain_2
-0.18191329,-0.031092001,chain_2
-0.17942186,-0.03602428,chain_2
-0.19468561,-0.043324254,chain_2
-0.17613403,-0.043559756,chain_2
-0.20014131,-0.043659754,chain_2
-0.16900498,-0.043929633,chain_2
-0.19124478,-0.044067975,chain_2
-0.19227844,-0.044198204,chain_2
-0.20008016,-0.044322878,chain_2
-0.18313414,-0.044411838,chain_2
-0.18455932,-0.04481717,chain_2
-0.1952465,-0.04449492,chain_2
-0.20214728,-0.04446033,chain_2
-0.20829892,-0.044420183,chain_2
-0.18173316,-0.04148085,chain_2
-0.20599887,-0.039069057,chain_2
-0.17633916,-0.039476894,chain_2
-0.20828342,-0.03932296,chain_2
-0.21147475,-0.039339792,chain_2
-0.20178522,-0.039234564,chain_2
-0.20042154,-0.03904882,chain_2
-0.19966407,-0.038342047,chain_2
-0.18457086,-0.043836195,chain_2
-0.19213177,-0.04378635,chain_2
-0.18405715,-0.040847763,chain_2
-0.18578729,-0.040864583,chain_2
-0.19383097,-0.040342428,chain_2
-0.19738168,-0.034217395,chain_2
-0.19256762,-0.043043494,chain_2
-0.18907699,-0.04315878,chain_2
-0.17420405,-0.04521582,chain_2
-0.19272633,-0.045745663,chain_2
-0.18173224,-0.04595042,chain_2
-0.1946484,-0.027638426,chain_2
-0.20230936,-0.027578015,chain_2
